hex_id,h3_resolution,source_h3_resolution,aggregation_method,source_child_hex_count,class_km,class_k8,landscape_type_id,landscape_type_name,landscape_type,landscape_source,qgis_fill,dominant_area_m2,dominant_area_km2,dominant_area_share_pct,total_classified_area_m2,classified_hex_share_pct,hex_area_m2,type_count,second_type_id,second_area_m2,review_flag,review_flag_tie,review_flag_low_dominance,review_flag_low_hex_coverage,review_flag_overlap_possible,legacy_v10_type_id,legacy_v10_type_name,legacy_v10_confidence,F1,F2,F3,F4,F5,centroid_ost_m,centroid_nord_m,befolkning_antal,stor_vag_langd_m,bebyggelsecentrum_andel,gles_bebyggelse_andel,industri_verksamhet_andel,jordbruksmark_andel,skog_andel,fredskov_andel,sjo_andel,vatmark_andel,vattendrag_langd_m,skyddade_vattendrag_langd_m,kustlinje_langd_m,kustnara_zon_andel,sanddyn_andel,ekologisk_forbindelse_andel,fredade_omraden_andel,natura_habitat_andel,natura_fagelskydd_andel,strandbeskyddelse_andel,kulturhistoriskt_bevarandevarde_andel,vardefull_kulturmiljo_andel,militart_omrade_andel,inflygningszon_andel,relief_m,hogsta_hojd_m,medelhojd_kontur_m,medellutning_kontur_grader,total_vag_langd_m,hogspanning_langd_m,vindkraftverk_antal,solpark_antal,elstation_antal,beskyttede_naturtyper_andel,natur_viltreservat_andel,natura_sarskilt_utpekad_mark_andel,skyddad_natur_andel,skyddad_natur_max_komponent_andel,skyddad_natur_komponent_antal,skyddad_natur_finns
891f2a62a37ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,2,2,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88802.21548582241,0.08880221548582241,100.0,88802.21548582241,99.99999999998951,88802.21548583172,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,hög,0.5168,-0.2298,0.3163,-0.2453,-0.3157,871470.870995678,6123819.4501306,0,0.0,0.0,0.0,0.0,0.640550526427825,0.348428869353269,0.320736294844227,0.0,0.0,96.4427904535707,0.0,0.0,0.0,0.0,1.00828800705467,0.0,0.0,0.0,0.0,0.0,0.245901901383816,0.0,0.0,20.0,97.5,86.7074833576115,2.896456227258,0.0,0.0,0,0,0,0.0093870810130859,0.0,0.0,0.330123375857313,0.320736294844227,2,True
891f2a62a3bffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,2,2,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88800.04453523457,0.08880004453523457,100.0,88800.04453523457,100.0000000000021,88800.04453523271,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,hög,0.288,-0.2897,0.1696,-0.1606,0.2455,870999.768864358,6123473.38110059,7,0.0,0.0,0.0,0.0,0.584201068814841,0.228149329446007,0.0258400249085763,0.0039586889844026,0.0,0.0,0.0,0.0,0.0,0.0,1.00375008320679,0.0,0.0,0.0,0.0,3.38658695106289e-05,1.00000000000017,0.0,0.0,15.0,87.5,80.0541829436862,2.75645317206672,0.0,0.0,0,0,0,0.0041596093757891,0.0,0.0,0.0299996342843654,0.0258400249085763,2,True
891f2a62a43ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,3,3,LT05,Slätt- och jordbrukslandskap,Slätt- och jordbrukslandskap,LABLAB PDF dominant R10 aggregated to R9,#C7D84C,85311.6709769417,0.0853116709769417,99.99999999999999,85311.6709769417,96.06567390361029,88805.57176181488,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,medel,-0.5574,-0.3408,-0.4052,0.0885,-0.3444,869859.333816626,6123013.91180548,3,530.83882417429,0.0,0.0,0.0,0.83092699056658,0.0,0.0,0.0,0.0,51.5245431093113,0.0,0.0,0.0,0.0,0.0109405988179732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285210444897362,5.0,60.0,57.2040618290034,1.02097086984262,530.83882417429,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
891f2a62a47ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,6,6,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,38130.8627404673,0.0381308627404673,55.080930923027445,69226.9758362528,77.95354302123509,88805.42583855987,2,LT05,31096.11309578549,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,hög,-0.1392,-0.4675,0.5596,-0.0622,0.468,870193.992419614,6123070.60855682,2,265.812951484743,0.0,0.0,0.0,0.0574864606889847,0.775527454939412,0.757803587218161,0.0,0.0,987.023603832262,0.0,0.0,0.0,0.0,1.00651882412161,0.0,0.0,0.0,0.0,0.0,0.17627562596985,0.0,0.0,5.0,62.5,60.6374421599146,1.17211344780723,265.812951484742,0.0,0,0,0,0.0,0.0,0.0,0.757803587218161,0.757803587218161,1,True
891f2a62a4bffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,3,3,LT05,Slätt- och jordbrukslandskap,Slätt- och jordbrukslandskap,LABLAB PDF dominant R10 aggregated to R9,#C7D84C,88805.14408682473,0.08880514408682473,100.0,88805.14408682473,99.9999999999937,88805.14408683032,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,medel,-0.7728,-0.1637,-0.8292,-0.0462,-0.8316,869722.867333736,6122724.53048179,0,0.0,0.0,0.0,0.0,0.979031990791737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00000000000017,5.0,62.5,60.0562486242369,1.10715788386648,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
891f2a62a4fffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,3,3,LT05,Slätt- och jordbrukslandskap,Slätt- och jordbrukslandskap,LABLAB PDF dominant R10 aggregated to R9,#C7D84C,88826.03108105436,0.08882603108105436,100.0,88826.03108105436,99.9999999999937,88826.03108105995,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,medel,-0.6306,-0.3368,-0.494,0.0909,-0.4754,870057.531016361,6122781.22575384,3,321.652114244485,0.0,0.0,0.0,0.904099556466369,0.0,0.0,0.0,0.0,2.24931581554268,0.0,0.0,0.0,0.0,0.0262934477971148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537846324820158,5.0,65.0,62.3445579657002,0.915808643353493,321.652114244485,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
891f2a62a53ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,6,6,LT05,Slätt- och jordbrukslandskap,Slätt- och jordbrukslandskap,LABLAB PDF dominant R10 aggregated to R9,#C7D84C,40616.697558082466,0.04061669755808246,55.61665533293356,73029.73779156973,82.24830351740428,88791.78617479466,2,LT03,32413.040233487263,low_dominant_share,False,True,False,False,LT05,Slätt- och jordbrukslandskap,hög,-0.4684,-0.5492,0.3759,-0.1778,0.8244,869661.145751267,6123246.58618053,3,428.192542852726,0.0,0.0,0.0,0.682167219973641,0.137354087111784,0.079218307539994,0.0,0.0,349.982911944967,306.203633832122,0.0,0.0,0.0,0.274179486053551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,55.0,52.0027938198037,0.912740464270207,428.192542852726,0.0,0,0,0,0.0,0.0,0.0,0.079218307539994,0.079218307539994,1,True
891f2a62a57ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,6,6,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,85715.5176414093,0.0857155176414093,100.0,85715.5176414093,96.51845948676994,88807.38264700398,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,hög,-0.3271,-0.5845,0.5194,-0.2302,0.798,869995.794760497,6123303.28341131,4,219.342634177588,0.0,0.0,0.0,0.54474983834405,0.208703361700081,0.0945861626157151,0.0056546161439717,0.0,476.054527985413,319.38115115424,0.0,0.0,0.0,0.621823182817576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,57.5,55.4514261482239,1.00316369257505,219.342634177588,0.0,0,0,0,0.0053944724454208,0.0,0.0,0.0999806350611359,0.0945861626157151,2,True
891f2a62a5bffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,3,3,LT05,Slätt- och jordbrukslandskap,Slätt- och jordbrukslandskap,LABLAB PDF dominant R10 aggregated to R9,#C7D84C,88811.31863238849,0.08881131863238849,100.0,88811.31863238849,99.9999999999979,88811.31863239035,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,medel,-0.7131,-0.2783,-0.3705,0.0766,-0.2557,869524.679727751,6122957.21605367,0,3.84738305297118,0.0,0.0,0.0,0.975660102970785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569165072225294,7.5,57.5,54.6556176174918,1.29783057219346,3.84738305297118,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
891f2a62a63ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,6,6,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,42534.163898475,0.042534163898475,65.53859904386226,64899.409689866356,73.06830684671948,88820.19098377414,2,LT05,22365.245791391353,tie_or_near_tie;low_dominant_share,True,True,False,False,LT05,Slätt- och jordbrukslandskap,hög,-0.0448,-0.3827,0.3492,-0.4406,0.3872,870726.871922722,6122894.61929669,0,0.0,0.0,0.0,0.0,0.549709429916884,0.392620496465017,0.385546557045731,0.0,0.0,336.131418012296,307.84113924028,0.0,0.0,0.0,0.674086297931107,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.5,72.5,68.4224740707467,1.33853358459357,0.0,0.0,0,0,0,0.028184551247469,0.0,0.0,0.4137311082932,0.385546557045731,2,True
891f2a62a67ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,6,6,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,87548.49894476961,0.08754849894476961,100.0,87548.49894476961,98.56220724657722,88825.62737839855,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,hög,-0.0567,-0.4121,0.0393,-0.4109,0.337,871061.549144634,6122951.31756753,4,0.0,0.0,0.0,0.0,0.523757123993781,0.349136934391625,0.347659487363408,0.0164129236563464,0.0,590.364462467874,253.441591205728,0.0,0.0,0.0,1.00802531312041,0.0,0.0,0.0,0.0,0.0,1.00000000000075,0.0,0.0,10.0,77.5,72.8822278219056,1.71228139699858,0.0,0.0,0,0,0,0.0213163198606561,0.0,0.0,0.368975807224064,0.347659487363408,2,True
891f2a62a6bffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,3,3,LT05,Slätt- och jordbrukslandskap,Slätt- och jordbrukslandskap,LABLAB PDF dominant R10 aggregated to R9,#C7D84C,88830.49310045596,0.08883049310045596,100.0,88830.49310045596,99.99999999997799,88830.49310047552,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,medel,-0.4023,-0.3053,-0.571,0.047,-0.1062,870590.415140283,6122605.223817,10,282.9229266254,0.0,0.0,0.0,0.635489746272599,0.0436597027915399,0.041220773213564,0.0,0.0,26.7305150297246,0.0,0.0,0.0,0.0,0.120730078516447,0.0,0.0,0.0,0.0,0.0,0.12593037243802,0.0,0.505740623671782,2.5,72.5,70.954306880125,0.938939503999878,282.9229266254,0.0,0,0,0,0.0,0.0,0.0,0.041220773213564,0.041220773213564,1,True
891f2a62a6fffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,3,3,LT05,Slätt- och jordbrukslandskap,Slätt- och jordbrukslandskap,LABLAB PDF dominant R10 aggregated to R9,#C7D84C,72555.29124599276,0.07255529124599276,100.0,72555.29124599276,81.67960289628923,88829.14298459329,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,medel,-0.281,-0.3232,-0.2763,-0.0579,-0.0347,870925.097443443,6122661.9206083,3,0.0,0.0,0.0,0.0,0.572108542925166,0.24826456580857,0.24125760723623,0.0093658244529624,0.0,49.1015197442382,0.0,0.0,0.0,0.0,0.496037468046907,0.0,0.0,0.0,0.0,0.0,0.291759473773702,0.0,0.0,7.5,77.5,73.8366900233107,1.58014654214243,0.0,0.0,0,0,0,0.0103806274064797,0.0,0.0,0.25163823464271,0.24125760723623,2,True
891f2a62a73ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,6,6,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,86737.952376239,0.086737952376239,100.0,86737.952376239,97.68009851101084,88797.97798981704,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,hög,0.0894,-0.3272,0.7517,-0.2037,0.5696,870528.655535799,6123127.3063077,2,284.595215263068,0.0,0.0,0.0,0.0290050032984802,0.905095870821413,0.83969189369013,0.0,0.0,493.500907713177,343.100577581971,0.0,0.0,0.0,1.01100839981461,0.0,0.0,0.0,0.0,0.0,1.00000000000025,0.0,0.0,10.0,70.0,65.762339826752,1.80925971290453,284.595215263068,0.0,0,0,0,0.0,0.0,0.0,0.83969189369013,0.83969189369013,1,True
891f2a62a77ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,6,6,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88805.53211855236,0.08880553211855237,100.0,88805.53211855236,99.99999999999265,88805.53211855888,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,hög,-0.0155,-0.363,0.1773,-0.3096,0.2974,870863.323164272,6123184.00505813,4,322.570499899884,0.0,0.0,0.0,0.366430211908847,0.425747712069139,0.433401787467597,0.0,0.0,472.503748299199,0.0,0.0,0.0,0.0,1.00598966672539,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.5,77.5,74.2618335396126,1.58703693500207,322.570499899884,0.0,0,0,0,0.0,0.0,0.0,0.433401787467597,0.433401787467597,1,True
891f2a62a7bffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,3,3,LT05,Slätt- och jordbrukslandskap,Slätt- och jordbrukslandskap,LABLAB PDF dominant R10 aggregated to R9,#C7D84C,79394.90552821825,0.07939490552821825,100.0,79394.90552821825,89.39485197059861,88813.73342877813,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,medel,-0.1274,-0.4832,0.2371,-0.0216,0.101,870392.199212994,6122837.92202547,0,31.9826965801559,0.0,0.0,0.0,0.169425495827444,0.775238502886068,0.740795772778927,0.0,0.0,603.52373869659,0.0,0.0,0.0,0.0,0.952739712479415,0.0,0.0,0.0,0.0,0.0,0.542713211111054,0.0,0.0112498147578694,2.5,67.5,66.2422912194102,0.970162457318169,31.9826965801559,0.0,0,0,0,0.0,0.0,0.0,0.740795772778927,0.740795772778927,1,True
891f2a62a83ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,6,6,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88778.81025065295,0.08877881025065296,100.0,88778.81025065295,100.00000000001049,88778.81025064364,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,hög,-0.3566,-0.3097,-0.2769,-0.3282,0.357,870206.954451735,6124403.96949884,2,263.969827082575,0.0,0.0,0.0,0.879199245202885,0.0079762797002174,0.0074254580621138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389819088347314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,72.5,68.9283612910311,1.47266809546795,263.969827082575,0.0,0,0,0,0.127859139931837,0.0,0.0,0.135284597993951,0.127859139931837,2,True
891f2a62a87ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,3,3,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88777.79654899146,0.08877779654899147,100.0,88777.79654899146,100.00000000004721,88777.79654894955,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,medel,-0.2437,-0.1874,-0.4685,-0.4959,-0.0228,870541.583134236,6124460.67264178,0,0.0,0.0,0.0,0.0,0.693691823258396,0.295949883198551,0.163090213683406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49540016815691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,82.5,77.6275052691736,1.76814599131855,0.0,0.0,0,0,0,0.070998638744198,0.0,0.0,0.234088852427604,0.163090213683406,2,True
891f2a62a8bffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,3,3,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88772.29486621916,0.08877229486621917,100.0,88772.29486621916,100.00000000001049,88772.29486620985,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,medel,-0.6012,-0.2258,-0.5202,-0.1559,-0.0214,870070.510586811,6124114.63824905,1,132.232514073186,0.0,0.0,0.0,0.888532946726865,0.0,0.0,0.0,0.0,139.281135672599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,70.0,65.4500933525318,1.25410382563362,132.232514073186,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
891f2a62a8fffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,3,3,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88790.49414169975,0.08879049414169975,100.0,88790.49414169975,99.9999999999979,88790.49414170161,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,medel,-0.3401,-0.1242,-0.347,-0.3952,0.0027,870405.144352216,6124171.3399145,0,0.0,0.0,0.0,0.0,0.671287195868911,0.154128416613185,0.13664349133257,0.0277564944190339,0.0332661236834162,0.0,0.0,0.0,0.0,0.0,0.653821371086771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,77.5,72.4006550481608,1.53207605132521,0.0,0.0,0,0,0,0.193734341897695,0.0,0.0,0.330377833230265,0.193734341897695,2,True
891f2a62a93ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,6,6,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88787.4026189223,0.08878740261892229,100.0,88787.4026189223,99.99999999999581,88787.40261892602,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,hög,-0.2953,-0.5225,-0.0193,-0.283,0.5037,870008.773686963,6124636.58740678,6,183.298851267759,0.0,0.0,0.0,0.63415448020569,0.187768792785523,0.125583358515638,0.0077003075767332,0.0,419.779735407517,412.613886315993,0.0,0.0,0.0,0.613377797650884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,67.5,65.8886341250075,1.20344413928442,183.298851267759,0.0,0,0,0,0.0098017755347237,0.0,0.0,0.135385134050362,0.125583358515638,2,True
891f2a62a97ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,6,6,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88780.36082485784,0.08878036082485784,100.0,88780.36082485784,99.99999999998217,88780.36082487367,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,hög,-0.0083,-0.5815,0.0549,-0.5479,0.7441,870343.392775571,6124693.29102758,3,400.389656474629,0.0,0.0,0.0,0.551929385261774,0.276575113270026,0.261602062839353,0.0070128282444761,0.0,587.262875728421,470.999198359692,0.0,0.0,0.0,0.94940755527142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,72.5,70.3168653938949,1.36252477602295,400.389656474628,0.0,0,0,0,0.0714243961818039,0.0,0.0,0.333026459021157,0.261602062839353,2,True
891f2a62a9bffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,6,6,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88791.07198386267,0.08879107198386267,100.0,88791.07198386267,100.00000000000838,88791.07198385522,1,,0.0,,False,False,False,False,LT05,Slätt- och jordbrukslandskap,hög,-0.3199,-0.7031,0.2067,-0.1093,0.8414,869872.330280217,6124347.26735519,10,468.104111907023,0.0,0.0,0.0,0.410992902906271,0.196927979999347,0.108536609179661,0.0245266072050377,0.0,395.365351491989,389.161442752536,0.0,0.0,0.0,0.51159236720354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,65.0,62.4607166340525,0.892956559990569,468.104111907023,0.0,0,0,0,0.026456001172638,0.0,0.0,0.134992610352299,0.108536609179661,2,True
891f2a62aa3ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,2,2,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88780.48244088423,0.08878048244088423,100.0,88780.48244088423,99.99999999998846,88780.48244089447,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,hög,0.3997,-0.4263,-0.179,-0.7287,-0.025,871074.42541475,6124284.74624349,0,0.0,0.0,0.0,0.0,0.613814501505092,0.267928968369853,0.290639439404935,0.0,0.0,400.071965295027,397.744696427496,0.0,0.0,0.0,0.691962663808603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,82.5,72.4826803372982,2.7898770699823,0.0,0.0,0,0,0,0.0369052183516261,0.0,0.0,0.327544657756561,0.290639439404935,2,True
891f2a62aa7ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,2,2,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88800.42269435525,0.08880042269435524,100.0,88800.42269435525,99.9999999999979,88800.42269435711,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,hög,0.0424,-0.5574,0.2809,-0.5733,-0.2555,871409.072710054,6124341.45090707,1,0.0,0.0,0.0,0.0,0.745763238540383,0.05007481450356,0.0564572360944653,0.0017036010719986,0.0,311.179969436276,277.511127995156,0.0,0.0,0.0,1.0056244144779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,75.0,73.029755319515,1.24901594734143,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0564572360944653,0.0564572360944653,1,True
891f2a62aabffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,2,2,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88795.82625686284,0.08879582625686284,100.0,88795.82625686284,99.99999999999056,88795.82625687122,1,,0.0,,False,False,False,False,LT03,Slätt- och jordbrukslandskap,hög,0.1945,-0.5539,0.6721,-0.6159,0.4879,870937.991258007,6123995.40083993,0,0.0,0.0,0.0,0.0,0.433244983875624,0.465456931971544,0.517560014746421,0.0157928447647081,0.0399907313167716,496.41218400108,439.836378309351,0.0,0.0,0.0,0.845781284200243,0.0,0.0,0.0,0.0,0.0,0.0119812489443402,0.0,0.0,5.0,70.0,67.4589536208678,1.66076158438549,0.0,0.0,0,0,0,0.0662220022786553,0.0,0.0,0.583782017025076,0.517560014746421,2,True
891f2a62aafffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,2,2,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88781.8672864968,0.0887818672864968,100.0,88781.8672864968,100.00000000000735,88781.86728649028,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,hög,0.2318,-0.3526,0.5792,-0.4542,0.033,871272.643637826,6124052.10402577,0,0.0,0.0,0.0,0.0,0.387229450165187,0.552360920382241,0.563026981126653,0.0091440213347553,0.0,101.089903617078,0.0,0.0,0.0,0.0,1.00915473516358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,80.0,73.2476415307034,1.97632057278019,0.0,0.0,0,0,0,0.0041029047621961,0.0,0.0,0.567129885888849,0.563026981126653,2,True
891f2a62ab3ffff,9,10,R10 child hexes aggregated to R9 parent; dominant landscape/class by summed dominant_area_m2; F1-F5 by area-weighted mean.,7,3,3,LT03,Jordbruks- och sprickdalslandskap,Jordbruks- och sprickdalslandskap,LABLAB PDF dominant R10 aggregated to R9,#A35A3C,88773.00540227629,0.0887730054022763,100.0,88773.00540227629,99.9999999999937,88773.00540228188,1,,0.0,,False,False,False,False,LT03,Jordbruksdominerat sprickdalslandskap,medel,-0.2696,-0.1594,-0.9727,-0.497,-0.4745,870876.216326808,6124517.37678404,0,0.0,0.0,0.0,0.0,0.868224145105016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,87.5,83.8233672094802,1.60898962874372,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
