hex_id,h3_resolution,source_h3_resolution,source_child_hex_count,acceptance_low,acceptance_medium,acceptance_high
891f2a60a47ffff,9,10,7,0.3923,0.566,0.7696
891f2a60a4bffff,9,10,7,0.3637,0.5496,0.7473
891f2a60a4fffff,9,10,7,0.401,0.5843,0.7939
891f2a60a53ffff,9,10,7,0.5267,0.6981,0.8964
891f2a60a57ffff,9,10,7,0.4159,0.6074,0.8153
891f2a60a5bffff,9,10,7,0.4594,0.6423,0.842
891f2a60a63ffff,9,10,7,0.328,0.5081,0.7054
891f2a60a67ffff,9,10,7,0.3456,0.528,0.738
891f2a60a6bffff,9,10,7,0.348,0.525,0.732
891f2a60a6fffff,9,10,7,0.3999,0.5901,0.7851
891f2a60a73ffff,9,10,7,0.425,0.61,0.7989
891f2a60a77ffff,9,10,7,0.4226,0.5964,0.7997
891f2a60a7bffff,9,10,7,0.3937,0.5686,0.768
891f2a60a83ffff,9,10,7,0.2586,0.4431,0.64
891f2a60a87ffff,9,10,7,0.3263,0.5046,0.7061
891f2a60a8bffff,9,10,7,0.2531,0.4324,0.6356
891f2a60a8fffff,9,10,7,0.2119,0.3896,0.5826
891f2a60a93ffff,9,10,7,0.4779,0.6553,0.8461
891f2a60a97ffff,9,10,7,0.4599,0.6313,0.8309
891f2a60a9bffff,9,10,7,0.3529,0.5331,0.719
891f2a60aa3ffff,9,10,7,0.3761,0.5494,0.75
891f2a60aa7ffff,9,10,7,0.35,0.528,0.7263
891f2a60aabffff,9,10,7,0.1783,0.3337,0.5333
891f2a60aafffff,9,10,7,0.2461,0.4209,0.622
891f2a60ab3ffff,9,10,7,0.413,0.5914,0.7923
891f2a60ab7ffff,9,10,7,0.4187,0.5977,0.7946
891f2a60abbffff,9,10,7,0.2026,0.3873,0.5871
891f2a60ac3ffff,9,10,7,0.4026,0.5826,0.7786
891f2a60ac7ffff,9,10,7,0.3676,0.5436,0.7403
891f2a60acbffff,9,10,7,0.3411,0.5303,0.7183
891f2a60acfffff,9,10,7,0.4173,0.5976,0.8027
891f2a60ad3ffff,9,10,7,0.427,0.5951,0.7837
891f2a60ad7ffff,9,10,7,0.3661,0.5503,0.7571
891f2a60adbffff,9,10,7,0.2774,0.4479,0.6479
891f2a60b03ffff,9,10,7,0.4614,0.6399,0.8486
891f2a60b07ffff,9,10,7,0.4851,0.6609,0.8451
891f2a60b0bffff,9,10,7,0.4291,0.6101,0.7957
891f2a60b0fffff,9,10,7,0.5324,0.7169,0.8969
891f2a60b13ffff,9,10,7,0.4954,0.6737,0.8757
891f2a60b17ffff,9,10,7,0.501,0.6731,0.8724
891f2a60b1bffff,9,10,7,0.5573,0.7326,0.9107
891f2a60b23ffff,9,10,7,0.3991,0.5869,0.7899
891f2a60b27ffff,9,10,7,0.4779,0.6547,0.846
891f2a60b2bffff,9,10,7,0.3946,0.5684,0.7636
891f2a60b2fffff,9,10,7,0.4764,0.661,0.8519
891f2a60b33ffff,9,10,7,0.4863,0.6591,0.8624
891f2a60b37ffff,9,10,7,0.4836,0.668,0.8691
891f2a60b3bffff,9,10,7,0.4331,0.6047,0.8049
891f2a60b43ffff,9,10,7,0.4951,0.6824,0.8794
891f2a60b47ffff,9,10,7,0.4347,0.6151,0.8081
891f2a60b4bffff,9,10,7,0.488,0.6629,0.863
891f2a60b4fffff,9,10,7,0.517,0.7056,0.8923
891f2a60b53ffff,9,10,7,0.5096,0.6753,0.8677
891f2a60b57ffff,9,10,7,0.4971,0.6706,0.8704
891f2a60b5bffff,9,10,7,0.3951,0.5904,0.7944
891f2a60b63ffff,9,10,7,0.3626,0.5486,0.7519
891f2a60b67ffff,9,10,7,0.3691,0.5429,0.7391
891f2a60b6bffff,9,10,7,0.3366,0.5069,0.7047
891f2a60b6fffff,9,10,7,0.3301,0.5219,0.7171
891f2a60b73ffff,9,10,7,0.3809,0.5621,0.7629
891f2a60b77ffff,9,10,7,0.3941,0.573,0.76
891f2a60b7bffff,9,10,7,0.4323,0.6053,0.7901
891f2a60b83ffff,9,10,7,0.4381,0.6127,0.8013
891f2a60b87ffff,9,10,7,0.4174,0.5864,0.789
891f2a60b8bffff,9,10,7,0.3599,0.543,0.7337
891f2a60b8fffff,9,10,7,0.3986,0.5736,0.7736
891f2a60b93ffff,9,10,7,0.3963,0.5893,0.789
891f2a60b97ffff,9,10,7,0.4833,0.6716,0.8623
891f2a60b9bffff,9,10,7,0.3009,0.4746,0.6737
891f2a60ba3ffff,9,10,7,0.4024,0.5671,0.7751
891f2a60ba7ffff,9,10,7,0.4369,0.6107,0.807
891f2a60babffff,9,10,7,0.482,0.6663,0.8649
891f2a60bafffff,9,10,7,0.3966,0.5844,0.783
891f2a60bb3ffff,9,10,7,0.4383,0.6186,0.8167
891f2a60bb7ffff,9,10,7,0.3344,0.5214,0.7173
891f2a60bbbffff,9,10,7,0.455,0.6306,0.836
891f2a60bc3ffff,9,10,7,0.3784,0.5529,0.766
891f2a60bc7ffff,9,10,7,0.3603,0.5499,0.7503
891f2a60bcbffff,9,10,7,0.4347,0.608,0.8139
891f2a60bcfffff,9,10,7,0.5013,0.671,0.8609
891f2a60bd3ffff,9,10,7,0.4243,0.6069,0.808
891f2a60bd7ffff,9,10,7,0.3399,0.5167,0.7174
891f2a60bdbffff,9,10,7,0.4356,0.623,0.8243
891f2a60c03ffff,9,10,7,0.2639,0.4431,0.6476
891f2a60c07ffff,9,10,7,0.3017,0.4926,0.6881
891f2a60c0bffff,9,10,7,0.3333,0.5169,0.708
891f2a60c0fffff,9,10,7,0.3306,0.5096,0.7103
891f2a60c13ffff,9,10,7,0.2699,0.437,0.6337
891f2a60c17ffff,9,10,7,0.3119,0.5019,0.7073
891f2a60c1bffff,9,10,7,0.2517,0.4267,0.6287
891f2a60c23ffff,9,10,7,0.3381,0.5187,0.7136
891f2a60c27ffff,9,10,7,0.3869,0.5683,0.7646
891f2a60c2bffff,9,10,7,0.426,0.6047,0.7997
891f2a60c2fffff,9,10,7,0.3633,0.5516,0.7493
891f2a60c33ffff,9,10,7,0.347,0.5227,0.7333
891f2a60c37ffff,9,10,7,0.3934,0.563,0.7661
891f2a60c3bffff,9,10,7,0.39,0.5596,0.7566
891f2a60c43ffff,9,10,7,0.3187,0.5033,0.6954
891f2a60c47ffff,9,10,7,0.4404,0.618,0.8143
891f2a60c4bffff,9,10,7,0.4364,0.6154,0.8257
891f2a60c4fffff,9,10,7,0.4686,0.6526,0.8514
891f2a60c53ffff,9,10,7,0.3611,0.5467,0.7371
891f2a60c57ffff,9,10,7,0.3827,0.5634,0.7707
891f2a60c5bffff,9,10,7,0.3537,0.5366,0.7441
891f2a60c63ffff,9,10,7,0.3541,0.5464,0.7534
891f2a60c67ffff,9,10,7,0.433,0.6209,0.8133
891f2a60c6bffff,9,10,7,0.4331,0.6229,0.8103
891f2a60c6fffff,9,10,7,0.3477,0.5297,0.7327
891f2a60c73ffff,9,10,7,0.3706,0.555,0.7511
891f2a60c77ffff,9,10,7,0.3606,0.536,0.7309
891f2a60c7bffff,9,10,7,0.4,0.5827,0.7847
891f2a60c83ffff,9,10,7,0.3981,0.574,0.7733
891f2a60c87ffff,9,10,7,0.3569,0.5466,0.7364
891f2a60c8bffff,9,10,7,0.2207,0.4059,0.6227
891f2a60c8fffff,9,10,7,0.3963,0.5744,0.7796
891f2a60c93ffff,9,10,7,0.4416,0.62,0.8149
891f2a60c97ffff,9,10,7,0.362,0.5319,0.7399
891f2a60c9bffff,9,10,7,0.3403,0.5239,0.7353
891f2a60ca3ffff,9,10,7,0.3854,0.5676,0.7709
891f2a60ca7ffff,9,10,7,0.3421,0.514,0.7066
891f2a60cabffff,9,10,7,0.4144,0.583,0.7866
891f2a60cafffff,9,10,7,0.3611,0.5264,0.7229
891f2a60cb3ffff,9,10,7,0.4373,0.6129,0.8181
891f2a60cb7ffff,9,10,7,0.3763,0.5413,0.7414
891f2a60cbbffff,9,10,7,0.364,0.5381,0.7333
891f2a60cc3ffff,9,10,7,0.3949,0.5721,0.7777
891f2a60cc7ffff,9,10,7,0.1739,0.3493,0.5406
891f2a60ccbffff,9,10,7,0.4586,0.6443,0.8493
891f2a60ccfffff,9,10,7,0.2743,0.462,0.6671
891f2a60cd3ffff,9,10,7,0.4113,0.5873,0.7861
891f2a60cd7ffff,9,10,7,0.2081,0.3784,0.5746
891f2a60cdbffff,9,10,7,0.4844,0.6591,0.8637
891f2a60d03ffff,9,10,7,0.1194,0.2959,0.4987
891f2a60d07ffff,9,10,7,0.0917,0.2591,0.4651
891f2a60d0bffff,9,10,7,0.301,0.4773,0.675
891f2a60d0fffff,9,10,7,0.2603,0.4387,0.6406
891f2a60d13ffff,9,10,7,0.2004,0.3731,0.5659
891f2a60d17ffff,9,10,7,0.1959,0.3881,0.5907
891f2a60d1bffff,9,10,7,0.2126,0.3946,0.5977
891f2a60d23ffff,9,10,7,0.1333,0.2904,0.4867
891f2a60d27ffff,9,10,7,0.1664,0.3456,0.5541
891f2a60d2bffff,9,10,7,0.0983,0.2903,0.4966
891f2a60d2fffff,9,10,7,0.1639,0.3413,0.5347
891f2a60d33ffff,9,10,7,0.165,0.3384,0.545
891f2a60d37ffff,9,10,7,0.2529,0.4346,0.6284
891f2a60d3bffff,9,10,7,0.1359,0.3196,0.5331
891f2a60d43ffff,9,10,7,0.3601,0.5399,0.7319
891f2a60d47ffff,9,10,7,0.3746,0.5581,0.7584
891f2a60d4bffff,9,10,7,0.5457,0.7383,0.926
891f2a60d4fffff,9,10,7,0.4306,0.6089,0.8056
891f2a60d53ffff,9,10,7,0.2729,0.4577,0.663
891f2a60d57ffff,9,10,7,0.2421,0.4243,0.6263
891f2a60d5bffff,9,10,7,0.4201,0.6097,0.8093
891f2a60d63ffff,9,10,7,0.316,0.5069,0.7161
891f2a60d67ffff,9,10,7,0.2607,0.4397,0.6533
891f2a60d6bffff,9,10,7,0.3577,0.5407,0.7446
891f2a60d6fffff,9,10,7,0.305,0.4837,0.6879
891f2a60d73ffff,9,10,7,0.3486,0.5326,0.7326
891f2a60d77ffff,9,10,7,0.2126,0.387,0.5953
891f2a60d7bffff,9,10,7,0.3314,0.5071,0.7094
891f2a60d83ffff,9,10,7,0.2439,0.4296,0.636
891f2a60d87ffff,9,10,7,0.2496,0.4304,0.6261
891f2a60d8bffff,9,10,7,0.2281,0.4093,0.6064
891f2a60d8fffff,9,10,7,0.1839,0.3613,0.5587
891f2a60d93ffff,9,10,7,0.4131,0.5864,0.7894
891f2a60d97ffff,9,10,7,0.3193,0.5081,0.7
891f2a60d9bffff,9,10,7,0.3253,0.5044,0.7121
891f2a60da3ffff,9,10,7,0.1896,0.3729,0.5654
891f2a60da7ffff,9,10,7,0.2809,0.4667,0.6699
891f2a60dabffff,9,10,7,0.1454,0.3211,0.5203
891f2a60dafffff,9,10,7,0.1893,0.381,0.592
891f2a60db3ffff,9,10,7,0.1829,0.3699,0.5623
891f2a60db7ffff,9,10,7,0.1881,0.3619,0.5561
891f2a60dbbffff,9,10,7,0.1493,0.327,0.528
891f2a60dc3ffff,9,10,7,0.2016,0.3813,0.585
891f2a60dc7ffff,9,10,7,0.1654,0.3447,0.5484
891f2a60dcbffff,9,10,7,0.2811,0.4626,0.6577
891f2a60dcfffff,9,10,7,0.2317,0.4156,0.6136
891f2a60dd3ffff,9,10,7,0.2266,0.4056,0.6067
891f2a60dd7ffff,9,10,7,0.2176,0.3944,0.5977
891f2a60ddbffff,9,10,7,0.349,0.5334,0.7319
891f2a60e03ffff,9,10,7,0.445,0.6273,0.8193
891f2a60e07ffff,9,10,7,0.4136,0.599,0.799
891f2a60e0bffff,9,10,7,0.4929,0.6741,0.8697
891f2a60e0fffff,9,10,7,0.3837,0.5627,0.7661
891f2a60e13ffff,9,10,7,0.4309,0.6161,0.8069
891f2a60e17ffff,9,10,7,0.4113,0.5894,0.7914
891f2a60e1bffff,9,10,7,0.419,0.596,0.8064
891f2a60e23ffff,9,10,7,0.3687,0.55,0.7507
891f2a60e27ffff,9,10,7,0.4719,0.6633,0.8601
891f2a60e2bffff,9,10,7,0.4284,0.6099,0.809
891f2a60e2fffff,9,10,7,0.3661,0.5556,0.7676
891f2a60e33ffff,9,10,7,0.4594,0.651,0.8593
891f2a60e37ffff,9,10,7,0.4331,0.6093,0.8194
891f2a60e3bffff,9,10,7,0.3843,0.5661,0.7699
891f2a60e43ffff,9,10,7,0.4656,0.6387,0.828
891f2a60e47ffff,9,10,7,0.4437,0.6266,0.833
891f2a60e4bffff,9,10,7,0.4169,0.5899,0.777
891f2a60e4fffff,9,10,7,0.4821,0.6491,0.8607
891f2a60e53ffff,9,10,7,0.4907,0.6664,0.8753
891f2a60e57ffff,9,10,7,0.4424,0.6273,0.8271
891f2a60e5bffff,9,10,7,0.4336,0.618,0.8271
891f2a60e63ffff,9,10,7,0.391,0.5664,0.7647
891f2a60e67ffff,9,10,7,0.4044,0.573,0.7751
891f2a60e6bffff,9,10,7,0.3409,0.5227,0.7099
891f2a60e6fffff,9,10,7,0.2829,0.4701,0.664
891f2a60e73ffff,9,10,7,0.4461,0.6136,0.8211
891f2a60e77ffff,9,10,7,0.4386,0.623,0.8249
891f2a60e7bffff,9,10,7,0.4633,0.6426,0.8464
891f2a60e83ffff,9,10,7,0.4734,0.6561,0.8524
891f2a60e87ffff,9,10,7,0.4839,0.6671,0.8717
891f2a60e8bffff,9,10,7,0.3676,0.5383,0.7267
891f2a60e8fffff,9,10,7,0.4469,0.6284,0.8419
891f2a60e93ffff,9,10,7,0.4651,0.6449,0.8394
891f2a60e97ffff,9,10,7,0.4457,0.6284,0.8226
891f2a60e9bffff,9,10,7,0.375,0.5534,0.7559
891f2a60ea3ffff,9,10,7,0.3789,0.561,0.7634
891f2a60ea7ffff,9,10,7,0.4127,0.5966,0.7896
891f2a60eabffff,9,10,7,0.444,0.6246,0.8307
891f2a60eafffff,9,10,7,0.4514,0.6183,0.8231
891f2a60eb3ffff,9,10,7,0.5046,0.6934,0.8849
891f2a60eb7ffff,9,10,7,0.3953,0.5813,0.7753
891f2a60ebbffff,9,10,7,0.4457,0.6144,0.8069
891f2a60ec3ffff,9,10,7,0.3736,0.5496,0.7549
891f2a60ec7ffff,9,10,7,0.3656,0.5504,0.7459
891f2a60ecbffff,9,10,7,0.3737,0.5491,0.7424
891f2a60ecfffff,9,10,7,0.4379,0.6281,0.8233
891f2a60ed3ffff,9,10,7,0.2904,0.4737,0.6696
891f2a60ed7ffff,9,10,7,0.36,0.5434,0.7494
891f2a60edbffff,9,10,7,0.254,0.4329,0.631
891f2a61127ffff,9,10,4,0.2218,0.4002,0.6045
891f2a61137ffff,9,10,5,0.1812,0.3746,0.5778
891f2a611a3ffff,9,10,5,0.0586,0.235,0.434
891f2a611a7ffff,9,10,7,0.1479,0.3337,0.5311
891f2a611afffff,9,10,6,0.1122,0.2923,0.498
891f2a611b3ffff,9,10,5,0.1254,0.2834,0.4802
891f2a611b7ffff,9,10,7,0.1567,0.328,0.5304
891f2a61507ffff,9,10,6,0.1487,0.3317,0.5317
891f2a61517ffff,9,10,7,0.0894,0.2847,0.4774
891f2a61523ffff,9,10,4,0.1137,0.2933,0.5028
891f2a61527ffff,9,10,7,0.0883,0.2616,0.4703
891f2a61533ffff,9,10,7,0.058,0.2189,0.422
891f2a61537ffff,9,10,7,0.1404,0.324,0.5143
891f2a6153bffff,9,10,2,0.0145,0.1745,0.359
891f2a61583ffff,9,10,7,0.1124,0.2809,0.475
891f2a61587ffff,9,10,7,0.1034,0.2639,0.461
891f2a6158bffff,9,10,4,0.0838,0.248,0.462
891f2a6158fffff,9,10,7,0.0803,0.2483,0.4379
891f2a61593ffff,9,10,7,0.1661,0.3341,0.529
891f2a61597ffff,9,10,7,0.127,0.3116,0.5019
891f2a6159bffff,9,10,7,0.1251,0.3094,0.5111
891f2a615a3ffff,9,10,7,0.1807,0.347,0.5387
891f2a615a7ffff,9,10,7,0.1274,0.3099,0.5207
891f2a615abffff,9,10,7,0.092,0.2643,0.4544
891f2a615afffff,9,10,7,0.1879,0.3553,0.5723
891f2a615b3ffff,9,10,7,0.1699,0.3426,0.5456
891f2a615b7ffff,9,10,7,0.1549,0.3394,0.5337
891f2a615bbffff,9,10,7,0.0614,0.2033,0.4013
891f2a615d7ffff,9,10,5,0.1044,0.287,0.4878
891f2a61803ffff,9,10,6,0.0585,0.2253,0.4198
891f2a61807ffff,9,10,5,0.0716,0.2434,0.4482
891f2a61813ffff,9,10,7,0.1274,0.2901,0.4856
891f2a61817ffff,9,10,7,0.0936,0.2579,0.4564
891f2a6181bffff,9,10,3,0.1627,0.3087,0.512
891f2a61833ffff,9,10,4,0.3762,0.5597,0.7702
891f2a61837ffff,9,10,5,0.2442,0.4308,0.637
891f2a61883ffff,9,10,7,0.1637,0.3431,0.548
891f2a61887ffff,9,10,7,0.2511,0.4254,0.61
891f2a6188bffff,9,10,7,0.2954,0.4783,0.688
891f2a6188fffff,9,10,7,0.1614,0.3314,0.5237
891f2a61893ffff,9,10,7,0.1396,0.2934,0.4926
891f2a61897ffff,9,10,7,0.2594,0.4384,0.6323
891f2a6189bffff,9,10,7,0.242,0.4231,0.633
891f2a618a3ffff,9,10,7,0.3531,0.5354,0.7329
891f2a618a7ffff,9,10,7,0.3241,0.5094,0.7064
891f2a618abffff,9,10,7,0.3443,0.5284,0.7317
891f2a618afffff,9,10,7,0.272,0.4573,0.6497
891f2a618b3ffff,9,10,7,0.3106,0.5017,0.7024
891f2a618b7ffff,9,10,7,0.4571,0.635,0.8364
891f2a618bbffff,9,10,7,0.251,0.4264,0.6294
891f2a618c7ffff,9,10,6,0.3193,0.4977,0.6847
891f2a618d3ffff,9,10,2,0.337,0.5265,0.731
891f2a618d7ffff,9,10,7,0.3573,0.5241,0.7264
891f2a61903ffff,9,10,7,0.3181,0.4904,0.6933
891f2a61907ffff,9,10,7,0.3604,0.5417,0.7324
891f2a6190bffff,9,10,7,0.3119,0.4894,0.6866
891f2a6190fffff,9,10,7,0.3549,0.5353,0.7239
891f2a61913ffff,9,10,7,0.4104,0.5843,0.7827
891f2a61917ffff,9,10,7,0.346,0.522,0.7191
891f2a6191bffff,9,10,7,0.2619,0.4484,0.6407
891f2a61923ffff,9,10,7,0.4329,0.6156,0.8229
891f2a61927ffff,9,10,7,0.4519,0.6284,0.8201
891f2a6192bffff,9,10,7,0.4193,0.5964,0.7929
891f2a6192fffff,9,10,7,0.3873,0.5624,0.7667
891f2a61933ffff,9,10,7,0.3823,0.5477,0.7444
891f2a61937ffff,9,10,7,0.3711,0.5416,0.7321
891f2a6193bffff,9,10,7,0.2901,0.4787,0.6781
891f2a61943ffff,9,10,2,0.3615,0.5375,0.744
891f2a61947ffff,9,10,7,0.1933,0.3609,0.557
891f2a61953ffff,9,10,4,0.2205,0.3972,0.5857
891f2a61957ffff,9,10,7,0.1984,0.3861,0.5906
891f2a61963ffff,9,10,7,0.3124,0.4901,0.6957
891f2a61967ffff,9,10,7,0.3717,0.5504,0.7486
891f2a6196bffff,9,10,3,0.3697,0.5307,0.747
891f2a6196fffff,9,10,7,0.357,0.5469,0.742
891f2a61973ffff,9,10,7,0.3517,0.539,0.7383
891f2a61977ffff,9,10,7,0.397,0.577,0.7773
891f2a6197bffff,9,10,6,0.233,0.4197,0.6113
891f2a61983ffff,9,10,7,0.4493,0.62,0.8179
891f2a61987ffff,9,10,7,0.4291,0.6054,0.8097
891f2a6198bffff,9,10,7,0.4359,0.6131,0.8029
891f2a6198fffff,9,10,7,0.3469,0.5267,0.724
891f2a61993ffff,9,10,7,0.386,0.568,0.7784
891f2a61997ffff,9,10,7,0.3811,0.5566,0.7479
891f2a6199bffff,9,10,7,0.4174,0.59,0.7817
891f2a619a3ffff,9,10,7,0.3531,0.5319,0.7317
891f2a619a7ffff,9,10,7,0.3111,0.4929,0.6879
891f2a619abffff,9,10,7,0.3666,0.5543,0.7446
891f2a619afffff,9,10,7,0.3954,0.5733,0.7856
891f2a619b3ffff,9,10,7,0.4113,0.5857,0.7783
891f2a619b7ffff,9,10,7,0.399,0.5801,0.7737
891f2a619bbffff,9,10,7,0.3996,0.5807,0.783
891f2a619c3ffff,9,10,7,0.345,0.5231,0.7269
891f2a619c7ffff,9,10,7,0.3166,0.5051,0.712
891f2a619cbffff,9,10,7,0.2611,0.4516,0.6449
891f2a619cfffff,9,10,7,0.2829,0.4583,0.6419
891f2a619d3ffff,9,10,7,0.3251,0.5004,0.7054
891f2a619d7ffff,9,10,7,0.2931,0.4796,0.6923
891f2a619dbffff,9,10,7,0.3513,0.5303,0.7257
891f2a61c03ffff,9,10,7,0.3103,0.4909,0.6877
891f2a61c07ffff,9,10,7,0.3147,0.4947,0.6907
891f2a61c0bffff,9,10,7,0.2494,0.433,0.637
891f2a61c0fffff,9,10,7,0.2481,0.4297,0.6296
891f2a61c13ffff,9,10,7,0.3169,0.4904,0.701
891f2a61c17ffff,9,10,7,0.3217,0.5053,0.7101
891f2a61c1bffff,9,10,7,0.2407,0.4293,0.623
891f2a61c23ffff,9,10,7,0.2696,0.4567,0.6549
891f2a61c27ffff,9,10,7,0.3149,0.4837,0.6753
891f2a61c2bffff,9,10,7,0.1324,0.3133,0.5116
891f2a61c2fffff,9,10,7,0.3267,0.5036,0.7067
891f2a61c33ffff,9,10,7,0.1927,0.3814,0.59
891f2a61c37ffff,9,10,7,0.2409,0.4184,0.6206
891f2a61c3bffff,9,10,7,0.189,0.3693,0.5561
891f2a61c43ffff,9,10,5,0.1552,0.332,0.527
891f2a61c47ffff,9,10,7,0.218,0.4067,0.6036
891f2a61c4fffff,9,10,2,0.1995,0.371,0.585
891f2a61c53ffff,9,10,7,0.243,0.4221,0.6096
891f2a61c57ffff,9,10,7,0.1889,0.3673,0.5719
891f2a61c5bffff,9,10,2,0.1035,0.277,0.477
891f2a61c63ffff,9,10,7,0.2467,0.4301,0.6344
891f2a61c67ffff,9,10,7,0.1224,0.2991,0.4951
891f2a61c6bffff,9,10,6,0.2748,0.4633,0.6715
891f2a61c6fffff,9,10,7,0.2721,0.4496,0.6473
891f2a61c73ffff,9,10,7,0.1764,0.3606,0.5496
891f2a61c77ffff,9,10,7,0.1044,0.278,0.4749
891f2a61c7bffff,9,10,6,0.1833,0.3585,0.5655
891f2a61c83ffff,9,10,7,0.1583,0.3254,0.5239
891f2a61c87ffff,9,10,7,0.1397,0.3191,0.5219
891f2a61c8bffff,9,10,7,0.301,0.4819,0.6851
891f2a61c8fffff,9,10,7,0.2213,0.4149,0.6037
891f2a61c93ffff,9,10,7,0.1414,0.3124,0.5123
891f2a61c97ffff,9,10,7,0.1509,0.3379,0.5386
891f2a61c9bffff,9,10,7,0.2784,0.4603,0.6579
891f2a61ca3ffff,9,10,7,0.1973,0.3791,0.5789
891f2a61ca7ffff,9,10,7,0.3593,0.537,0.7421
891f2a61cabffff,9,10,7,0.2147,0.3873,0.5954
891f2a61cafffff,9,10,7,0.2496,0.4331,0.6394
891f2a61cb3ffff,9,10,7,0.3206,0.4931,0.6959
891f2a61cb7ffff,9,10,7,0.1784,0.3524,0.5536
891f2a61cbbffff,9,10,7,0.1994,0.3714,0.5744
891f2a61cc3ffff,9,10,7,0.2136,0.391,0.5971
891f2a61cc7ffff,9,10,7,0.2931,0.474,0.6889
891f2a61ccbffff,9,10,7,0.1643,0.3436,0.5466
891f2a61ccfffff,9,10,7,0.1966,0.3737,0.5627
891f2a61cd3ffff,9,10,7,0.1701,0.3509,0.5419
891f2a61cd7ffff,9,10,7,0.2763,0.4474,0.6461
891f2a61cdbffff,9,10,7,0.163,0.3487,0.5579
891f2a61d03ffff,9,10,7,0.4406,0.6086,0.7944
891f2a61d07ffff,9,10,7,0.2977,0.479,0.6819
891f2a61d0bffff,9,10,7,0.4754,0.6701,0.8707
891f2a61d0fffff,9,10,7,0.4684,0.6423,0.8456
891f2a61d13ffff,9,10,7,0.4264,0.6033,0.804
891f2a61d17ffff,9,10,7,0.308,0.4874,0.6813
891f2a61d1bffff,9,10,7,0.4664,0.6467,0.8326
891f2a61d23ffff,9,10,7,0.3146,0.492,0.6937
891f2a61d27ffff,9,10,7,0.3811,0.5541,0.7626
891f2a61d2bffff,9,10,7,0.4466,0.6356,0.8326
891f2a61d2fffff,9,10,7,0.4714,0.6567,0.8457
891f2a61d33ffff,9,10,7,0.1666,0.3506,0.5507
891f2a61d37ffff,9,10,7,0.1846,0.3613,0.5526
891f2a61d3bffff,9,10,7,0.4119,0.5874,0.7854
891f2a61d43ffff,9,10,7,0.4663,0.6404,0.8337
891f2a61d47ffff,9,10,7,0.3624,0.5527,0.7486
891f2a61d4bffff,9,10,7,0.2947,0.4734,0.6707
891f2a61d4fffff,9,10,7,0.3724,0.5606,0.7453
891f2a61d53ffff,9,10,7,0.3436,0.5206,0.7097
891f2a61d57ffff,9,10,7,0.3973,0.5746,0.7834
891f2a61d5bffff,9,10,7,0.2633,0.4379,0.6341
891f2a61d63ffff,9,10,7,0.3816,0.5617,0.7744
891f2a61d67ffff,9,10,7,0.3989,0.5877,0.7819
891f2a61d6bffff,9,10,7,0.3377,0.5313,0.7314
891f2a61d6fffff,9,10,7,0.4003,0.5734,0.764
891f2a61d73ffff,9,10,7,0.4717,0.6546,0.8493
891f2a61d77ffff,9,10,7,0.4109,0.5921,0.7746
891f2a61d7bffff,9,10,7,0.3691,0.5521,0.7623
891f2a61d83ffff,9,10,7,0.4001,0.5679,0.7616
891f2a61d87ffff,9,10,7,0.4577,0.6294,0.8337
891f2a61d8bffff,9,10,7,0.3434,0.5294,0.7239
891f2a61d8fffff,9,10,7,0.3964,0.5784,0.7834
891f2a61d93ffff,9,10,7,0.3934,0.5794,0.7669
891f2a61d97ffff,9,10,7,0.3987,0.5771,0.7757
891f2a61d9bffff,9,10,7,0.3221,0.5087,0.7081
891f2a61da3ffff,9,10,7,0.3009,0.4823,0.6919
891f2a61da7ffff,9,10,7,0.2817,0.4569,0.658
891f2a61dabffff,9,10,7,0.1787,0.3347,0.5319
891f2a61dafffff,9,10,7,0.2179,0.4033,0.6091
891f2a61db3ffff,9,10,7,0.449,0.6359,0.8334
891f2a61db7ffff,9,10,7,0.3471,0.5281,0.736
891f2a61dbbffff,9,10,7,0.395,0.5756,0.7767
891f2a61dc3ffff,9,10,7,0.3793,0.5606,0.7554
891f2a61dc7ffff,9,10,7,0.3186,0.4883,0.7006
891f2a61dcbffff,9,10,7,0.2426,0.4269,0.6243
891f2a61dcfffff,9,10,7,0.2766,0.4537,0.6517
891f2a61dd3ffff,9,10,7,0.3029,0.4821,0.6833
891f2a61dd7ffff,9,10,7,0.261,0.442,0.6361
891f2a61ddbffff,9,10,7,0.3597,0.5363,0.7217
891f2a62003ffff,9,10,7,0.3027,0.4759,0.6757
891f2a62007ffff,9,10,7,0.3207,0.5111,0.6967
891f2a6200bffff,9,10,7,0.329,0.5167,0.7134
891f2a6200fffff,9,10,7,0.39,0.5649,0.7701
891f2a62013ffff,9,10,7,0.2724,0.4491,0.6503
891f2a62017ffff,9,10,7,0.3527,0.5257,0.7213
891f2a6201bffff,9,10,7,0.2239,0.41,0.6137
891f2a62023ffff,9,10,7,0.3414,0.515,0.7
891f2a62027ffff,9,10,7,0.3873,0.5731,0.7671
891f2a6202bffff,9,10,7,0.3199,0.5107,0.718
891f2a6202fffff,9,10,7,0.3079,0.485,0.6907
891f2a62033ffff,9,10,7,0.3471,0.5227,0.7094
891f2a62037ffff,9,10,7,0.3303,0.5204,0.7157
891f2a6203bffff,9,10,7,0.3491,0.5297,0.7344
891f2a62043ffff,9,10,7,0.2764,0.4683,0.6686
891f2a62047ffff,9,10,7,0.3537,0.534,0.7471
891f2a6204bffff,9,10,7,0.316,0.4951,0.7063
891f2a6204fffff,9,10,7,0.3371,0.5179,0.7136
